item_id,title,genres
736,Die Hard: With a Vengeance,"action,thriller"
737,Clear and Present Danger,"action,adventure,thriller"
738,Lethal Weapon 3,"action,comedy,crime,drama"
739,Creepshow,horror
740,Anywhere But Here,drama
741,"Civil Action, A",drama
742,Mickey Blue Eyes,"comedy,romance"
743,Dinosaur,"animation,children's"
744,Arachnophobia,"action,comedy,sci-fi,thriller"
745,Stir of Echoes,thriller
746,Priest,drama
747,Jakob the Liar,drama
748,Man on the Moon,"comedy,drama"
749,Lake Placid,"horror,thriller"
750,Deep Blue Sea,"action,sci-fi,thriller"
751,Random Hearts,"drama,romance"
752,Gone in 60 Seconds,"action,crime"
753,M,"crime,film-noir,thriller"
754,Cyrano de Bergerac,"action,drama,romance"
755,Little Big Man,"comedy,drama,western"
756,McCabe & Mrs. Miller,"drama,western"
757,Maurice,"drama,romance"
758,"Streetcar Named Desire, A",drama
759,Breaker Morant,"drama,war"
760,City Lights,"comedy,drama,romance"
761,Persuasion,romance
762,Mad Max,"action,sci-fi"
763,Take the Money and Run,comedy
764,Twelve Monkeys,"drama,sci-fi"
765,One False Move,thriller
766,Brief Encounter,"drama,romance"
767,Badlands,"crime,drama"
768,Henry V,"drama,war"
769,Heat,"action,crime,thriller"
770,Pump Up the Volume,drama
771,"They Shoot Horses, Don't They?",drama
772,Mother,comedy
773,Fried Green Tomatoes,drama
774,Maya Lin: A Strong Clear Vision,documentary
775,Song of the South,"adventure,animation,children's,musical"
776,My Bodyguard,drama
777,Married to the Mob,comedy
778,Babyfever,"comedy,drama"
779,Dogma,comedy
780,Ninotchka,"comedy,romance"
781,"Cry in the Dark, A",drama
782,42 Up,documentary
783,Ronin,"action,crime,thriller"
784,"Zed & Two Noughts, A",drama
785,Hurlyburly,drama
786,Malcolm X,drama
787,Scent of a Woman,drama
788,Grace of My Heart,"comedy,drama"
789,eXistenZ,"action,sci-fi,thriller"
790,"Mariachi, El","action,thriller"
791,Michael Collins,"drama,war"
792,2 Days in the Valley,crime
793,Jungle Fever,"drama,romance"
794,Before Sunrise,"drama,romance"
795,God Said 'Ha!',comedy
796,Funny Bones,comedy
797,Zero Effect,"comedy,thriller"
798,Farinelli: il castrato,"drama,musical"
799,Heavenly Creatures,"drama,fantasy,romance,thriller"
800,Limbo,drama
801,Madame Sousatzka,drama
802,Cousin Bette,comedy
803,High Art,"drama,romance"
804,Drunks,drama
805,Flesh and Bone,"drama,mystery,romance"
806,Widows' Peak,drama
807,Porky's,comedy
808,In the Line of Fire,"action,thriller"
809,"Happy, Texas",comedy
810,Primal Fear,"drama,thriller"
811,What Happened Was...,"comedy,drama,romance"
812,"Double Life of Veronique, The (La Double Vie de Véronique)",drama
813,Passion Fish,drama
814,Paris Is Burning,documentary
815,Burnt Offerings,horror
816,Henry: Portrait of a Serial Killer,"crime,horror"
817,Paradise Lost: The Child Murders at Robin Hood Hills,documentary
818,Emma,"comedy,drama,romance"
819,Children of the Revolution,comedy
820,Flirt,drama
821,Daddy Long Legs,comedy
822,Hands on a Hard Body,documentary
823,Living Out Loud,"comedy,romance"
824,Love! Valour! Compassion!,"drama,romance"
825,October Sky,drama
826,Breakfast of Champions,comedy
827,Twelfth Night,"comedy,drama,romance"
828,Love Serenade,comedy
829,Career Girls,drama
830,Jupiter's Wife,documentary
831,North Dallas Forty,"comedy,drama"
832,Hoosiers,drama
833,Henry Fool,"comedy,drama"
834,Mr. Jealousy,"comedy,romance"
835,Clockers,drama
836,Buffalo 66,"action,comedy,drama"
837,Pi,"sci-fi,thriller"
838,Parenthood,"comedy,drama"
839,JFK,"drama,mystery"
840,Mallrats,comedy
841,Safe,thriller
842,Casino,"drama,thriller"
843,Four Rooms,thriller
844,Kramer Vs. Kramer,drama
845,Dick,comedy
846,Backbeat,"drama,musical"
847,Alien Nation,"crime,drama,sci-fi"
848,Crooklyn,comedy
849,Soapdish,comedy
850,Total Recall,"action,adventure,sci-fi,thriller"
851,Philadelphia,drama
852,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)",documentary
853,To Die For,"comedy,drama"
854,Hamlet,drama
855,Hamlet,drama
856,Hamlet,drama
857,Hamlet,drama
858,Hamlet,drama
859,Trees Lounge,drama
860,French Twist (Gazon maudit),"comedy,romance"
861,Six Degrees of Separation,drama
862,Thirty-Two Short Films About Glenn Gould,documentary
863,Trust,"comedy,drama"
864,"Faraway, So Close (In Weiter Ferne, So Nah!)","drama,fantasy"
865,Rosencrantz and Guildenstern Are Dead,"comedy,drama"
866,Blowup,"drama,mystery"
867,Dead Man,western
868,Hocus Pocus,"children's,comedy"
869,"Honey, I Blew Up the Kid","children's,comedy,sci-fi"
870,Live and Let Die,action
871,Waiting to Exhale,"comedy,drama"
872,Father of the Bride Part II,comedy
873,Ghosts of Mississippi,drama
874,Tom and Huck,"adventure,children's"
875,Bustin' Loose,comedy
876,Falling Down,"action,drama"
877,Popeye,"adventure,comedy,musical"
878,Dante's Peak,"action,thriller"
879,Striptease,"comedy,crime"
880,Benny & Joon,"comedy,romance"
881,Prancer,"children's,drama"
882,Cocoon,"comedy,sci-fi"
883,Cocoon: The Return,"comedy,sci-fi"
884,Tora! Tora! Tora!,war
885,Indecent Proposal,drama
886,"Star Is Born, A",drama
887,Stand and Deliver,drama
888,In & Out,comedy
889,Jungle2Jungle (a.k.a. Jungle 2 Jungle),"children's,comedy"
890,Mansfield Park,drama
891,Scrooged,comedy
892,Liar Liar,comedy
893,Patch Adams,"comedy,drama"
894,B*A*P*S,comedy
895,Antz,"animation,children's"
896,Anna Karenina,"drama,romance"
897,Encino Man,comedy
898,At First Sight,drama
899,Sister Act 2: Back in the Habit,comedy
900,FairyTale: A True Story,"children's,drama,fantasy"
901,Far and Away,"drama,romance"
902,Buffy the Vampire Slayer,"comedy,horror"
903,Eve's Bayou,drama
904,Ruthless People,comedy
905,Bean,comedy
906,Crocodile Dundee II,"adventure,comedy"
907,Soul Man,comedy
908,Three Wishes,drama
909,"To Wong Foo, Thanks for Everything! Julie Newmar",comedy
910,Starship Troopers,"action,adventure,sci-fi,war"
911,"Walk in the Clouds, A","drama,romance"
912,Waterworld,"action,adventure"
913,White Man's Burden,drama
914,"Midsummer Night's Dream, A","comedy,fantasy"
915,Dying Young,"drama,romance"
916,Teenage Mutant Ninja Turtles,"action,children's,fantasy"
917,Payback,"action,thriller"
918,City of Angels,romance
919,To Sir with Love,drama
920,Amistad,drama
921,Message in a Bottle,romance
922,Dolores Claiborne,"drama,thriller"
923,Dumb & Dumber,comedy
924,Forget Paris,"comedy,romance"
925,"Goofy Movie, A","animation,children's,comedy,romance"
926,Grumpy Old Men,comedy
927,Guess Who's Coming to Dinner,"comedy,drama"
928,Immortal Beloved,"drama,romance"
929,Lord of the Flies,"adventure,drama,thriller"
930,"Misérables, Les","drama,musical"
931,"Misérables, Les",drama
932,"Bamba, La",drama
933,Deep Impact,"action,drama,sci-fi,thriller"
934,Little Women,drama
935,Medicine Man,"adventure,romance"
936,Godzilla,"action,sci-fi"
937,Love Affair,"drama,romance"
938,Losing Isaiah,drama
939,Hope Floats,"comedy,drama,romance"
940,Milk Money,"comedy,romance"
941,Black Beauty,"adventure,children's"
942,Six Days Seven Nights,"adventure,comedy,romance"
943,Boxing Helena,"mystery,romance,thriller"
944,Nell,drama
945,Natural Born Killers,"action,thriller"
946,City Slickers II: The Legend of Curly's Gold,"comedy,western"
947,"Soldier's Story, A",drama
948,Drop Dead Fred,"comedy,fantasy"
949,Free Willy,"adventure,children's,drama"
950,Geronimo: An American Legend,"drama,western"
951,Thumbelina,"animation,children's"
952,Getting Even with Dad,comedy
953,Homeward Bound II: Lost in San Francisco,"adventure,children's"
954,Flatliners,thriller
955,Jane Eyre,"drama,romance"
956,What's Love Got to Do with It?,drama
957,Last Action Hero,"action,comedy"
958,Executive Decision,"action,thriller"
959,All Dogs Go to Heaven,"animation,children's"
960,Snake Eyes,"action,crime,mystery,thriller"
961,Moll Flanders,drama
962,Dragonheart,"action,adventure,fantasy"
963,Supergirl,"action,adventure,fantasy"
964,"Time to Kill, A",drama
965,Alaska,"adventure,children's"
966,"American Tail: Fievel Goes West, An","animation,children's,comedy"
967,Kazaam,"children's,comedy,fantasy"
968,Larger Than Life,comedy
969,How Stella Got Her Groove Back,"drama,romance"
970,Jingle All the Way,"adventure,children's,comedy"
971,Operation Dumbo Drop,"action,adventure,comedy,war"
972,Ransom,"drama,thriller"
973,Dance with Me,"drama,romance"
974,Foxfire,drama
975,Matilda,"children's,comedy"
976,Beloved,drama
977,Practical Magic,"drama,romance"
978,My Fellow Americans,comedy
979,Mars Attacks!,"action,comedy,sci-fi,war"
980,Anna and the King,"drama,romance"
981,Enemy of the State,"action,thriller"
982,Bicentennial Man,"comedy,drama,sci-fi"
983,Speed 2: Cruise Control,"action,romance,thriller"
984,Jawbreaker,comedy
985,For Richer or Poorer,comedy
986,For Whom the Bell Tolls,"adventure,war"
987,Muppet Treasure Island,"adventure,children's,comedy,musical"
988,Westworld,"action,sci-fi,thriller,western"
989,Babe: Pig in the City,"children's,comedy"
990,Wild America,"adventure,children's"
991,Before and After,"drama,mystery"
992,George of the Jungle,"children's,comedy"
993,Splendor in the Grass,drama
994,Conquest of the Planet of the Apes,"action,sci-fi"
995,Kundun,drama
996,Great Expectations,"drama,romance"
997,Air Bud,"children's,comedy"
998,Santa Claus: The Movie,"adventure,children's,fantasy"
999,"Raisin in the Sun, A",drama
1000,Forces of Nature,"comedy,romance"
1001,Up Close and Personal,"drama,romance"
1002,My Life,drama
1003,Casper,"adventure,children's"
1004,10 Things I Hate About You,"comedy,romance"
1005,Armageddon,"action,adventure,sci-fi,thriller"
1006,First Knight,"action,adventure,drama,romance"
1007,Never Been Kissed,"comedy,romance"
1008,Spartacus,drama
1009,Harry and the Hendersons,comedy
1010,Sesame Street Presents Follow That Bird,"children's,comedy"
1011,Mighty Morphin Power Rangers: The Movie,"action,children's"
1012,Nine Months,comedy
1013,Native Son,drama
1014,Nixon,drama
1015,Ace Ventura: When Nature Calls,comedy
1016,Old Yeller,"children's,drama"
1017,Pollyanna,"children's,comedy,drama"
1018,Homeward Bound: The Incredible Journey,"adventure,children's"
1019,Swiss Family Robinson,"adventure,children's"
1020,"20,000 Leagues Under the Sea","adventure,children's,fantasy,sci-fi"
1021,Terms of Endearment,"comedy,drama"
1022,Cool Runnings,comedy
1023,Angels in the Outfield,"children's,comedy"
1024,Robin Hood: Prince of Thieves,drama
1025,Labyrinth,"adventure,children's,fantasy"
1026,Dangerous Minds,drama
1027,Clara's Heart,drama
1028,Pete's Dragon,"adventure,animation,children's,musical"
1029,Mrs. Doubtfire,comedy
1030,North,comedy
1031,Orlando,drama
1032,Heaven Can Wait,comedy
1033,It Could Happen to You,"drama,romance"
1034,Little Buddha,drama
1035,How to Make an American Quilt,"drama,romance"
1036,Maverick,"action,comedy,western"
1037,That Thing You Do!,comedy
1038,To Gillian on Her 37th Birthday,"drama,romance"
1039,Poetic Justice,drama
1040,Reds,drama
1041,Renaissance Man,"comedy,drama,war"
1042,Richie Rich,"children's,comedy"
1043,Timecop,"action,sci-fi"
1044,Mr. Mom,"comedy,drama"
1045,Robin Hood: Men in Tights,comedy
1046,Child's Play,horror
1047,Rudy,drama
1048,When a Man Loves a Woman,drama
1049,Mr. Holland's Opus,drama
1050,Gremlins,"comedy,horror"
1051,Gremlins 2: The New Batch,"comedy,horror"
1052,12 Angry Men,drama
1053,Shadowlands,"drama,romance"
1054,Sirens,"comedy,drama"
1055,Back to the Future Part II,"comedy,sci-fi"
1056,Back to the Future Part III,"comedy,sci-fi,western"
1057,Home Alone 2: Lost in New York,"children's,comedy"
1058,Son in Law,comedy
1059,Super Mario Bros.,"action,adventure,children's,sci-fi"
1060,Mary Reilly,"drama,thriller"
1061,Broken Arrow,"action,thriller"
1062,Blank Check,"children's,comedy"
1063,Oliver & Company,"animation,children's"
1064,Little Big League,"children's,comedy"
1065,Flight of the Navigator,"adventure,children's,sci-fi"
1066,Flipper,"adventure,children's"
1067,"Princess Mononoke, The (Mononoke Hime)","action,adventure,animation"
1068,Saboteur,thriller
1069,Cemetery Man (Dellamorte Dellamore),"comedy,horror"
1070,Walkabout,drama
1071,Akira,"adventure,animation,sci-fi,thriller"
1072,Ghost in the Shell (Kokaku kidotai),"animation,sci-fi"
1073,One Magic Christmas,"drama,fantasy"
1074,Foreign Correspondent,thriller
1075,Matewan,drama
1076,Under Siege 2: Dark Territory,action
1077,Creature Comforts,"animation,comedy"
1078,Live Flesh,drama
1079,Free Enterprise,"comedy,romance,sci-fi"
1080,Quatermass and the Pit,sci-fi
1081,Fearless,drama
1082,Until the End of the World (Bis ans Ende der Welt),"drama,sci-fi"
1083,Delicatessen,"comedy,sci-fi"
1084,'Night Mother,drama
1085,Marvin's Room,drama
1086,Children of the Damned,"horror,sci-fi,thriller"
1087,Tango,drama
1088,Three Colors: Blue,drama
1089,Predator,"action,sci-fi,thriller"
1090,Moonlight and Valentino,"drama,romance"
1091,"Nightmare on Elm Street 4: The Dream Master, A",horror
1092,Titan A.E.,"adventure,animation,sci-fi"
1093,To Kill a Mockingbird,drama
1094,Army of Darkness,"action,adventure,comedy,horror,sci-fi"
1095,24 7: Twenty Four Seven,"comedy,drama"
1096,Hideaway,thriller
1097,Loser,comedy
1098,Loser,"comedy,romance"
1099,Sinbad and the Eye of the Tiger,"action,adventure"
1100,Puppet Master 5: The Final Chapter,"horror,sci-fi,thriller"
1101,Everything You Always Wanted to Know About Sex,comedy
1102,Kelly's Heroes,"action,comedy,war"
1103,Steel Magnolias,drama
1104,Sunset Strip,comedy
1105,8 Heads in a Duffel Bag,comedy
1106,2010,"mystery,sci-fi"
1107,Addicted to Love,"comedy,romance"
1108,Spawn,"action,adventure,sci-fi,thriller"
1109,3 Ninjas: High Noon On Mega Mountain,"action,children's"
1110,28 Days,comedy
1111,"Me, Myself and Irene",comedy
1112,"Ciao, Professore! (Io speriamo che me la cavo )",drama
1113,Fear and Loathing in Las Vegas,"comedy,drama"
1114,Up in Smoke,comedy
1115,Some Folks Call It a Sling Blade,"drama,thriller"
1116,Night Shift,comedy
1117,"Girl, Interrupted",drama
1118,Analyze This,comedy
1119,EDtv,comedy
1120,Naked Gun 33 1/3: The Final Insult,comedy
1121,Wings of Desire (Der Himmel über Berlin),"comedy,drama,romance"
1122,Death Becomes Her,comedy
1123,Singles,"comedy,drama,romance"
1124,Coneheads,"comedy,sci-fi"
1125,Swingers,"comedy,drama"
1126,Welcome to the Dollhouse,"comedy,drama"
1127,Topsy-Turvy,drama
1128,Gossip,"drama,thriller"
1129,Drowning Mona,comedy
1130,"Face in the Crowd, A",drama
1131,Burnt By the Sun (Utomlyonnye solntsem),drama
1132,Tumbleweeds,drama
1133,In the Company of Men,drama
1134,Kaspar Hauser,drama
1135,Nobody Loves Me (Keiner liebt mich),"comedy,drama"
1136,Inherit the Wind,drama
1137,Needful Things,"drama,horror"
1138,Children of the Corn,"horror,thriller"
1139,House on Haunted Hill,horror
1140,Village of the Damned,"horror,sci-fi"
1141,Village of the Damned,"horror,sci-fi,thriller"
1142,Psycho II,"horror,thriller"
1143,Exorcist II: The Heretic,horror
1144,Wolf,"drama,horror"
1145,In the Mouth of Madness,"horror,thriller"
1146,American Gigolo,drama
1147,Candyman,horror
1148,Cat's Eye,horror
1149,"This World, Then the Fireworks","crime,drama,film-noir"
1150,Rambo: First Blood Part II,"action,war"
1151,Virus,"horror,sci-fi"
1152,Lost in Space,"action,sci-fi,thriller"
1153,My Favorite Martian,"comedy,sci-fi"
1154,Universal Soldier: The Return,"action,sci-fi"
1155,Universal Soldier,"action,sci-fi"
1156,Mary Shelley's Frankenstein,"drama,horror"
1157,Outside Providence,comedy
1158,Best Laid Plans,"crime,drama"
1159,Blue Streak,comedy
1160,Halloween: H20,"horror,thriller"
1161,Blade,"action,adventure,horror"
1162,Pet Sematary II,horror
1163,Children of the Corn II: The Final Sacrifice,horror
1164,Ravenous,"drama,horror"
1165,Star Trek: Generations,"action,adventure,sci-fi"
1166,Powder,"drama,sci-fi"
1167,Superstar,comedy
1168,Freddy's Dead: The Final Nightmare,horror
1169,Wes Craven's New Nightmare,horror
1170,Battlefield Earth,"action,sci-fi"
1171,Full Metal Jacket,"action,drama,war"
1172,Crazy in Alabama,"comedy,drama"
1173,Urban Legend,"horror,thriller"
1174,I Know What You Did Last Summer,"horror,mystery,thriller"
1175,Alien: Resurrection,"action,horror,sci-fi"
1176,King Creole,"drama,musical"
1177,Highlander III: The Sorcerer,"action,sci-fi"
1178,Bad Girls,western
1179,Get Bruce,documentary
1180,Carlito's Way,"crime,drama"
1181,Amityville 1992: It's About Time,horror
1182,Amityville: Dollhouse,horror
1183,Escape from L.A.,"action,adventure,sci-fi,thriller"
1184,Vampires,horror
1185,American History X,drama
1186,I Still Know What You Did Last Summer,"horror,mystery,thriller"
1187,Halloween: The Curse of Michael Myers,"horror,thriller"
1188,Scream 2,"horror,thriller"
1189,Mission to Mars,sci-fi
1190,Deep Rising,"action,horror,sci-fi"
1191,Sphere,"adventure,sci-fi,thriller"
1192,Who's Harry Crumb?,comedy
1193,Strange Days,"action,crime,sci-fi"
1194,Mad Max 2 (a.k.a. The Road Warrior),"action,sci-fi"
1195,Brokedown Palace,drama
1196,Blackbeard's Ghost,"children's,comedy"
1197,Repossessed,comedy
1198,Spaceballs,"comedy,sci-fi"
1199,Meatballs,comedy
1200,Meatballs Part II,comedy
1201,Meatballs III,comedy
1202,Amos & Andrew,comedy
1203,Vegas Vacation,comedy
1204,That Old Feeling,"comedy,romance"
1205,Christmas Vacation,comedy
1206,Around the World in 80 Days,"adventure,comedy"
1207,Armed and Dangerous,"comedy,crime"
1208,Krippendorf's Tribe,comedy
1209,Junior,"comedy,sci-fi"
1210,Major Payne,comedy
1211,True Grit,"adventure,western"
1212,Barefoot in the Park,comedy
1213,Tron,"action,adventure,fantasy,sci-fi"
1214,Weird Science,comedy
1215,Fathers' Day,comedy
1216,Bonfire of the Vanities,comedy
1217,Conan the Barbarian,"action,adventure"
1218,Picture Perfect,"comedy,romance"
1219,Auntie Mame,"comedy,drama"
1220,Dracula: Dead and Loving It,"comedy,horror"
1221,"Corrina, Corrina","comedy,drama,romance"
1222,Speechless,"comedy,romance"
1223,Bio-Dome,comedy
1224,Three to Tango,"comedy,romance"
1225,Multiplicity,comedy
1226,Spy Hard,comedy
1227,Heathers,comedy
1228,Real Genius,comedy
1229,My Blue Heaven,comedy
1230,Loaded Weapon 1,"action,comedy"
1231,Wayne's World 2,comedy
1232,Stop! Or My Mom Will Shoot,"action,comedy"
1233,Superman III,"action,adventure,sci-fi"
1234,Another Stakeout,"comedy,thriller"
1235,Fatal Instinct,comedy
1236,Hot Shots! Part Deux,"action,comedy,war"
1237,"Very Brady Sequel, A",comedy
1238,Young Guns,"action,comedy,western"
1239,Grease 2,"comedy,musical,romance"
1240,Fletch,comedy
1241,Fletch Lives,comedy
1242,Police Academy 2: Their First Assignment,comedy
1243,Police Academy 3: Back in Training,comedy
1244,Police Academy 4: Citizens on Patrol,comedy
1245,Police Academy 5: Assignment: Miami Beach,comedy
1246,Police Academy 6: City Under Siege,comedy
1247,Ghostbusters II,"comedy,horror"
1248,Blues Brothers 2000,"action,comedy,musical"
1249,Herbie Rides Again,"adventure,children's,comedy"
1250,Outrageous Fortune,"comedy,mystery"
1251,Airplane II: The Sequel,comedy
1252,European Vacation,comedy
1253,Problem Child,comedy
1254,Mafia!,"comedy,crime"
1255,"$1,000,000 Duck","children's,comedy"
1256,Beavis and Butt-head Do America,"animation,comedy"
1257,Cujo,"horror,thriller"
1258,Attack of the Killer Tomatoes!,"comedy,horror"
1259,Children of the Corn III,horror
1260,Beneath the Planet of the Apes,"action,sci-fi"
1261,Escape from the Planet of the Apes,"action,sci-fi"
1262,"Nightmare on Elm Street Part 2: Freddy's Revenge, A",horror
1263,Friday the 13th,horror
1264,Friday the 13th Part 2,horror
1265,House of Dracula,horror
1266,Frankenstein Meets the Wolf Man,horror
1267,Earth Vs. the Flying Saucers,sci-fi
1268,Swamp Thing,"horror,sci-fi"
1269,Body Snatchers,"horror,sci-fi,thriller"
1270,Bride of Chucky,"horror,thriller"
1271,Godzilla (Gojira),"action,sci-fi"
1272,Godzilla (Gojira),"action,sci-fi"
1273,King Kong vs. Godzilla (Kingukongu tai Gojira),"action,sci-fi"
1274,Muppets From Space,"children's,comedy"
1275,Species,"horror,sci-fi"
1276,Soylent Green,"sci-fi,thriller"
1277,Dune,"fantasy,sci-fi"
1278,Yojimbo,"comedy,drama,western"
1279,Solaris (Solyaris),"drama,sci-fi"
1280,Everest,documentary
1281,Herbie Goes Bananas,"adventure,children's,comedy"
1282,Cat Ballou,"comedy,western"
1283,Irma la Douce,comedy
1284,My Science Project,"adventure,sci-fi"
1285,Tough Guys,comedy
1286,Three Amigos!,"comedy,western"
1287,Hud,"drama,western"
1288,"Fistful of Dollars, A","action,western"
1289,For a Few Dollars More,western
1290,Beach Party,comedy
1291,Condorman,"action,adventure,children's,comedy"
1292,Runaway,"sci-fi,thriller"
1293,Unforgiven,western
1294,Young Guns II,"action,comedy,western"
1295,Wild Bill,western
1296,Vacation,comedy
1297,Wyatt Earp,western
1298,Predator 2,"action,sci-fi,thriller"
1299,Tombstone,western
1300,"Boat, The (Das Boot)","action,drama,war"
1301,Fantastic Voyage,"adventure,sci-fi"
1302,Abbott and Costello Meet Frankenstein,"comedy,horror"
1303,Jeremiah Johnson,western
1304,Murder at 1600,"mystery,thriller"
1305,Cube,"sci-fi,thriller"
1306,Supernova,"adventure,sci-fi"
1307,Destination Moon,sci-fi
1308,Melvin and Howard,drama
1309,Fanny and Alexander,drama
1310,My Man Godfrey,comedy
1311,My Man Godfrey,comedy
1312,Blue Hawaii,"comedy,musical"
1313,Things Change,comedy
1314,Manhattan Murder Mystery,"comedy,mystery"
1315,Enchanted April,drama
1316,Desert Bloom,drama
1317,Papillon,drama
1318,Pal Joey,"comedy,musical,romance"
1319,Strawberry and Chocolate (Fresa y chocolate),drama
1320,Gentleman's Agreement,drama
1321,"Man for All Seasons, A",drama
1322,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)","drama,musical"
1323,Richard III,"drama,war"
1324,Sunshine,drama
1325,Get on the Bus,drama
1326,Apocalypse Now,"drama,war"
1327,Ran,"drama,war"
1328,Once Upon a Time in America,"crime,drama,thriller"
1329,Robin Hood,"animation,children's"
1330,Watership Down,"animation,children's,drama,fantasy"
1331,Cimarron,western
1332,So Dear to My Heart,"children's,drama"
1333,Make Mine Music,"animation,children's,musical"
1334,Melody Time,"animation,children's,musical"
1335,Voyage to the Bottom of the Sea,"adventure,sci-fi"
1336,American Flyers,drama
1337,Mumford,comedy
1338,"Next Stop, Wonderland","comedy,drama,romance"
1339,Wings,"drama,romance,war"
1340,Duets,"comedy,drama"
1341,Seven Days in May,thriller
1342,Pork Chop Hill,war
1343,For Love of the Game,"comedy,drama"
1344,Hear My Song,comedy
1345,Snow Falling on Cedars,drama
1346,We're No Angels,drama
1347,Gun Shy,comedy
1348,Reindeer Games,"action,thriller"
1349,Fallen,"action,mystery,thriller"
1350,Sliver,thriller
1351,Woman on Top,"comedy,romance"
1352,Mimic,"sci-fi,thriller"
1353,Superman IV: The Quest for Peace,"action,adventure,sci-fi"
1354,Barcelona,"comedy,romance"
1355,Johnny Mnemonic,"action,sci-fi,thriller"
1356,Smoke,drama
1357,Mad Max Beyond Thunderdome,"action,sci-fi"
1358,Short Cuts,drama
1359,Baby... Secret of the Lost Legend,"adventure,sci-fi"
1360,Chill Factor,"action,thriller"
1361,Dreamscape,"adventure,crime,sci-fi,thriller"
1362,French Kiss,"comedy,romance"
1363,Airport '77,drama
1364,Pot O' Gold,"comedy,musical"
1365,Nutty Professor II: The Klumps,comedy
1366,And God Created Woman (Et Dieu&#8230;Créa la Femme),drama
1367,What Lies Beneath,thriller
1368,For Your Eyes Only,action
1369,Foreign Student,drama
1370,Spanking the Monkey,"comedy,drama"
1371,Music of the Heart,drama
1372,Last Dance,drama
1373,Princess Caraboo,drama
1374,American Movie,documentary
1375,Night Falls on Manhattan,"crime,drama"
1376,Evil Dead II (Dead By Dawn),"action,adventure,comedy,horror"
1377,Diva,"action,drama,mystery,romance,thriller"
1378,Heaven's Prisoners,"mystery,thriller"
1379,Coma,thriller
1380,And the Band Played On,drama
1381,Thinner,"horror,thriller"
1382,Rough Night in Jericho,western
1383,Turbulence,thriller
1384,Newsies,"children's,musical"
1385,Rounders,"crime,drama"
1386,Beverly Hills Ninja,"action,comedy"
1387,Without Limits,drama
1388,Return to Oz,"adventure,children's,fantasy,sci-fi"
1389,Jack,"comedy,drama"
1390,Peter's Friends,"comedy,drama"
1391,Prefontaine,drama
1392,Gridlock'd,crime
1393,Men Don't Leave,drama
1394,Hero,"comedy,drama"
1395,Eraser,"action,thriller"
1396,Pale Rider,western
1397,Hoodlum,"crime,drama,film-noir"
1398,Rambo III,"action,war"
1399,Money Talks,"action,comedy"
1400,Poison Ivy,thriller
1401,Rocky II,"action,drama"
1402,Nothing But Trouble,"adventure,comedy"
1403,187,drama
1404,Lost Highway,mystery
1405,Daylight,"action,adventure,thriller"
1406,Rocky III,"action,drama"
1407,Rocky IV,"action,drama"
1408,Rocky V,"action,drama"
1409,Young Sherlock Holmes,"action,adventure,mystery"
1410,Violets Are Blue...,"drama,romance"
1411,Heartburn,"comedy,drama"
1412,Repulsion,thriller
1413,Extremities,"drama,thriller"
1414,City of Industry,"crime,thriller"
1415,Liberty Heights,drama
1416,Private Parts,"comedy,drama"
1417,Lost Horizon,drama
1418,Soul Food,drama
1419,Wishmaster,horror
1420,"Thousand Acres, A",drama
1421,Fire Down Below,"action,drama,thriller"
1422,U Turn,"action,crime,mystery"
1423,If....,drama
1424,Stepmom,drama
1425,Down in the Delta,drama
1426,Affliction,drama
1427,Anaconda,"action,adventure,thriller"
1428,Indian Summer (a.k.a. Alive & Kicking),"comedy,drama"
1429,In Dreams,thriller
1430,Playing God,"crime,thriller"
1431,Alive,drama
1432,"Life Less Ordinary, A","romance,thriller"
1433,Picnic,drama
1434,Bliss,"drama,romance"
1435,Turtle Diary,drama
1436,Twin Peaks: Fire Walk with Me,"drama,mystery"
1437,Switchback,thriller
1438,Belizaire the Cajun,drama
1439,Mad City,"action,drama"
1440,One Night Stand,drama
1441,Maximum Risk,"action,adventure,thriller"
1442,Last Man Standing,"action,drama,western"
1443,Set It Off,"action,crime"
1444,Night of the Comet,"action,horror,sci-fi"
1445,Of Mice and Men,drama
1446,Bad Lieutenant,"crime,drama"
1447,Dick Tracy,"action,crime"
1448,Single White Female,action
1449,Two Girls and a Guy,"comedy,drama"
1450,Welcome To Sarajevo,"drama,war"
1451,52 Pick-Up,"action,mystery,thriller"
1452,Heartbreak Ridge,"action,war"
1453,Unstrung Heroes,"comedy,drama"
1454,Gloria,"drama,thriller"
1455,School Daze,drama
1456,Xiu Xiu: The Sent-Down Girl (Tian yu),"drama,romance"
1457,Mo' Better Blues,drama
1458,Coogan's Bluff,crime
1459,My Name Is Joe,"drama,romance"
1460,She's All That,"comedy,romance"
1461,Chinese Box,"drama,romance"
1462,Red Corner,"crime,thriller"
1463,Death Wish,"action,drama"
1464,Death Wish 3,"action,drama"
1465,Death Wish 4: The Crackdown,"action,drama"
1466,Death Wish V: The Face of Death,"action,drama"
1467,Mercury Rising,"action,drama,thriller"
1468,Disclosure,"drama,thriller"
1469,Drop Zone,action
1470,Death and the Maiden,"drama,thriller"
1471,Red Dawn,"action,war"
1472,Born American,"action,drama,thriller"
1473,Bloodsport,action
1474,He Got Game,drama
1475,Gothic,"drama,horror"
1476,It Came from Hollywood,"comedy,documentary"
1477,G. I. Blues,musical
