music_id,artist_name,track_name,genres,average_rating
2324,Pink Floyd,Money,progressive rock|psychedelic rock,3.1818181818181817
2325,Pink Floyd,Remember A Day,progressive rock|psychedelic rock,1.0
2326,Pink Floyd,Run Like Hell,rock|progressive rock|psychedelic rock,3.4
2327,Pink Floyd,"Shine On You Crazy Diamond, Part One",progressive rock|psychedelic rock,3.0
2328,Pink Floyd,"Careful With That Axe, Eugene",progressive rock|psychedelic rock,2.0
2329,Pink Floyd,Astronomy Domine,psychedelic|space rock,3.0
2330,Pink Floyd,Outside The Wall,rock|progressive rock,2.0
2331,Pink Floyd,"Pigs On The Wing, Part 1",rock|progressive rock,1.0
2332,Pink Floyd,High Hopes,progressive rock|psychedelic rock,2.8
2333,Pink Floyd,Eclipse,progressive rock|psychedelic rock,3.5
2334,Pink Floyd,Is There Anybody Out There,progressive rock|psychedelic rock,2.6666666666666665
2335,Pink Floyd,Waiting For The Worms,progressive rock|psychedelic rock,2.5
2336,Pink Floyd,Let There Be More Light,psychedelic|progressive|rock,1.0
2337,Pink Floyd,Learning To Fly,rock|progressive rock,3.0
2338,Pink Floyd,Dogs,progressive rock|psychedelic rock|art rock,3.6666666666666665
2339,Pink Floyd,Breathe,progressive rock|psychedelic rock|art rock,2.5
2340,The Coup,Interrogation,hip-hop|rap,3.0
2341,The Coup,Hip 2 Tha Skeme,hip-hop|funk,3.0
2342,The Coup,Takin' These,hip-hop|rap,3.0
2343,Primus,Tommy The Cat,funk|rock|experimental,2.5
2344,Primus,Wynona'S Big Brown Beaver,rock|funk metal|alternative rock,1.5
2345,Primus,John The Fisherman,rock|alternative|funk metal,3.0
2346,Kool G Rap,The Streets,hip-hop|rap,3.0
2347,Apathy,It Takes A Seven Nation Army To Hold Us Back (Feat. Emilio Lopez),hip hop|rap,5.0
2348,Genesis,I Know What I Like (In Your Wardrobe),progressive rock|art rock,2.0
2349,Genesis,More Fool Me,progressive rock|art rock|pop rock,2.0
2350,Genesis,The Cinema Show,progressive rock|symphonic prog,2.0
2351,Genesis,Watcher Of The Skies,progressive rock|art rock|symphonic rock,4.0
2352,Alicia Keys,If I Ain'T Got You,r&b|soul,3.333333333333333
2353,Alicia Keys,Diary (Feat. Tony! Toni! Tone!),r&b|soul,3.0
2354,Kaiser Chiefs,Never Miss A Beat,indie|rock,3.2
2355,Kaiser Chiefs,The Angry Mob,indie rock|alternative rock,2.6
2356,Kaiser Chiefs,Retirement,indie rock|alternative rock,2.0
2357,Kaiser Chiefs,Thank You Very Much,indie rock|britpop,5.0
2358,Kaiser Chiefs,Love'S Not A Competition (But I'M Winning),indie rock|alternative rock,3.333333333333333
2359,Kaiser Chiefs,Everything Is Average Nowadays,indie rock|alternative rock,3.0
2360,Lez Zeppelin,Kashmir,rock|hard rock|r|blues rock,3.25
2361,Blackalicious,A To G,hip hop|rap,3.0
2362,Blackalicious,My Pen And Pad,hip-hop,2.0
2363,Blackalicious,Side To Side,hip hop|rap|alternative hip hop,3.0
2364,Blackalicious,Cliff Hanger,hip-hop|alternative hip-hop,3.0
2365,Misfits,Tv Casualty,punk|rock,1.5
2366,Camel,Survival,progressive rock|psychedelic rock,3.0
2367,Camel,Migration,progressive rock|symphonic prog|canterbury scene,1.0
2368,Camel,Ice,progressive rock|symphonic rock|experimental,2.0
2369,Camel,Freefall,progressive rock|symphonic rock|art rock,1.0
2370,Camel,Song Within A Song,progressive rock|symphonic rock|art rock,2.0
2371,Camel,The Snow Goose,progressive rock|symphonic rock|instrumental,1.0
2372,Camel,Sanctuary,progressive rock|symphonic rock,1.0
2373,Camel,Who We Are,progressive rock|art rock,3.0
2374,Camel,Flight Of The Snow Goose,progressive rock|symphonic rock|jazz fusion,2.0
2375,Camel,Rhayader Alone,progressive rock,1.0
2376,Camel,Air Born,progressive rock|symphonic rock,3.5
2377,Camel,You Make Me Smile,progressive rock|art rock,2.0
2378,Camel,Docks,progressive rock|symphonic prog,1.0
2379,Camel,Highways Of The Sun,progressive rock|symphonic prog|art rock,4.0
2380,Camel,Fritha Alone,progressive rock|symphonic rock,2.0
2381,Camel,Supertwister,progressive rock|symphonic rock|jazz rock,1.0
2382,Camel,Hymn To Her,progressive rock|symphonic rock,3.0
2383,Camel,Down On The Farm,progressive rock|symphonic prog,2.0
2384,Camel,Never Let Go,progressive rock|symphonic prog,5.0
2385,Camel,Neon Magic,progressive rock|psychedelic rock|jazz rock,2.0
2386,Camel,Starlight Ride,progressive rock|symphonic rock,2.0
2387,Camel,Another Night,progressive rock|symphonic prog,3.5
2388,Camel,Metrognome,progressive rock|art rock,2.0
2389,Camel,Rain Dances,progressive rock|jazz rock|symphonic rock,2.0
2390,Camel,The Sleeper,progressive rock|symphonic rock,2.0
2391,טיפקס,Push The Button (Israel),electronic|dance|pop,3.0
2392,Moonsorrow,Aurinko Ja Kuu,folk metal|pagan metal,4.0
2393,Kingston Wall,Love Tonight,progressive rock|psychedelic rock|alternative rock,5.0
2394,Kingston Wall,With My Mind,progressive rock|psychedelic rock,5.0
2395,Kingston Wall,We Cannot Move,progressive rock|psychedelic rock,5.0
2396,Kingston Wall,Fire,psychedelic rock|progressive rock,5.0
2397,Kingston Wall,I'M Not The One,progressive rock|psychedelic rock|classic rock,3.5
2398,Kingston Wall,And I Hear You Call,progressive rock|psychedelic rock|alternative rock,5.0
2399,Muse,Butterflies And Hurricanes,alternative|rock|progressive,3.5
2400,Muse,Citizen Erased,alternative|progressive|rock,2.6666666666666665
2401,Muse,Hyper Music,alternative|rock|indie,2.75
2402,Muse,Bliss,alternative|rock,3.625
2403,Muse,Space Dementia,alternative|rock|progressive,3.142857142857143
2404,Muse,Micro Cuts,alternative|rock|progressive,2.6666666666666665
2405,Muse,Thoughts Of A Dying Atheist,alternative|rock,3.333333333333333
2406,Muse,Apocalypse Please,alternative|rock,3.7777777777777777
2407,Muse,Megalomania,rock|alternative rock|progressive rock,2.6666666666666665
2408,Muse,Endlessly,alternative|rock,3.4
2409,Muse,Assassin,rock|alternative|progressive,3.625
2410,Muse,Falling Away With You,alternative|rock|progressive,3.1666666666666665
2411,Muse,Ruled By Secrecy,alternative|rock,3.0
2412,Muse,Take A Bow,alternative|rock|progressive,3.727272727272727
2413,Muse,Interlude,alternative|experimental,3.333333333333333
2414,Muse,Screenager,alternative|rock|experimental,2.4285714285714284
2415,Gang Starr,My Advice 2 You,hip-hop|rap,4.0
2416,Gang Starr,You Know My Steez,hip-hop|rap,3.6666666666666665
2417,Gang Starr,Next Time,hip hop|rap,4.0
2418,Gang Starr,Moment Of Truth,hip-hop|rap,3.6666666666666665
2419,Gang Starr,Work,hip-hop|rap,3.5
2420,Gang Starr,In Memory Of...,hip-hop,3.0
2421,Gang Starr,Skills,hip-hop,3.0
2422,Gang Starr,Jfk 2 Lax,hip-hop|rap,4.0
2423,The Doors,People Are Strange,rock|psychedelic rock|blues rock,3.7142857142857135
2424,Mos Def,May-December,hip-hop|rap,3.0
2425,The Who,The Acid Queen,rock|classic rock,3.0
2426,The Who,Pinball Wizard,rock|classic rock,2.5
2427,The Who,Sparks,rock|classic rock,3.0
2428,The Who,Baba O'Riley,rock|classic rock,3.2
2429,Slipknot,Before I Forget,metal|nu metal|alternative metal,2.75
2430,Slipknot,Wait And Bleed,nu metal|alternative metal,3.0
2431,Slipknot,Opium Of The People,metal|nu-metal|alternative metal,3.0
2432,Slipknot,Pulse Of The Maggots,metal|nu metal,3.0
2433,Slipknot,Danger - Keep Away,metal|rock,4.333333333333333
2434,Slipknot,People = Shit,metal|nu metal|heavy metal,2.333333333333333
2435,Slipknot,Circle,metal|nu metal|alternative metal,3.0
2436,Gnarls Barkley,Crazy,soul|r&b|alternative,3.25
2437,Gnarls Barkley,St. Elsewhere,alternative|neo soul|hip hop,2.5
2438,Gnarls Barkley,Gone Daddy Gone,r&b|soul|alternative,3.333333333333333
2439,Aesop Rock,Daylight,underground hip hop|alternative hip hop|experimental hip hop,4.0
2440,Aesop Rock,Save Yourself,hip-hop|alternative hip-hop,3.0
2441,Korn,Dead,nu metal,3.0
2442,Korn,Am I Going Crazy,nu metal|alternative metal,3.0
2443,Korn,Somebody Someone,nu metal|alternative metal,3.0
2444,Korn,Reclaim My Place,metal|nu metal,2.0
2445,Korn,Freak On A Leash,rock|nu metal|alternative metal,3.1666666666666665
2446,Korn,Dirty,nu metal|alternative metal,3.0
2447,Korn,Souvenir,metal|nu metal|alternative metal|rock,3.0
2448,Korn,Dead Bodies Everywhere,metal|rock,2.6666666666666665
2449,Korn,Beat It Upright,rock|nu metal,3.0
2450,Korn,Liar,alternative metal|nu metal,3.0
2451,Korn,Throw Me Away,nu metal|alternative metal,3.0
2452,Korn,Blame,rock|metal,3.0
2453,Korn,Got The Life,metal|nu metal|alternative metal,3.333333333333333
2454,Korn,Tearjerker,nu metal|alternative metal,3.0
2455,Korn,A.D.I.D.A.S.,nu metal|alternative metal,3.6666666666666665
2456,Korn,Love Song,nu metal|alternative metal,3.0
2457,Korn,10 Or A 2-Way,nu metal|alternative metal,3.0
2458,Korn,No Way,rock|metal,3.0
2459,Korn,Make Me Bad,alternative metal|nu metal,3.0
2460,Korn,Falling Away From Me,nu metal|alternative metal|heavy metal,2.0
2461,Korn,Hypocrites,metal|nu metal,3.0
2462,Korn,Politics,rock|metal,3.0
2463,Looptroop,David Vs. Goliath Hustlas,hip-hop|rap,5.0
2464,Looptroop,Bandit Queen,hip-hop|alternative hip-hop,5.0
2465,The Rolling Stones,Tumbling Dice,rock|blues rock|classic rock,3.0
2466,The Rolling Stones,Ruby Tuesday,rock|pop,1.6666666666666667
2467,The Rolling Stones,Wild Horses,rock|blues rock|country rock,3.25
2468,The Rolling Stones,I Am Waiting,rock|pop,3.0
2469,The Rolling Stones,Moonlight Mile,rock|classic rock|blues,1.0
2470,The Rolling Stones,Paint It Black,rock|psychedelic rock,3.0
2471,The Rolling Stones,Doo Doo Doo Doo Doo (Heartbreaker),rock|blues|funk,3.0
2472,The Rolling Stones,Dead Flowers,rock|blues|country,3.0
2473,The Rolling Stones,Under My Thumb,rock|blues|rock and roll,2.0
2474,The Rolling Stones,Play With Fire,rock|blues|rhythm and blues,5.0
2475,The Rolling Stones,Angie,rock|blues,2.5
2476,The Rolling Stones,Let It Loose,rock|blues|soul,3.5
2477,Jamie Cullum,London Skies,jazz|pop|soul,3.0
2478,The Beatles,I Want You (She'S So Heavy),rock|progressive rock,3.0
2479,The Beatles,Strawberry Fields Forever,rock|psychedelic rock,2.6666666666666665
2480,The Beatles,Maxwell'S Silver Hammer,pop|rock|psychedelic,3.6666666666666665
2481,The Beatles,A Day In The Life,rock|psychedelic rock,3.0
2482,The Beatles,She'S Leaving Home,pop|rock,4.0
2483,The Beatles,Sgt. Pepper'S Lonely Hearts Club Band (Reprise),rock|psychedelic rock,3.0
2484,The Beatles,Let It Be,pop|rock|folk,2.5
2485,The Beatles,You Never Give Me Your Money,rock|pop,2.6666666666666665
2486,The Beatles,When I'M Sixty-Four,pop|rock,3.0
2487,The Beatles,Polythene Pam,rock|pop,2.5
2488,The Beatles,Golden Slumbers,rock|pop,2.5
2489,The Beatles,Because,rock|pop|baroque pop,3.2
2490,The Beatles,Here Comes The Sun,rock|pop,2.857142857142857
2491,The Beatles,She Came In Through The Bathroom Window,rock|pop,2.6666666666666665
2492,The Beatles,Octopus'S Garden,pop|rock,2.75
2493,The Beatles,Oh! Darling,rock|pop,3.0
2494,The Beatles,Being For The Benefit Of Mr. Kite!,rock|psychedelic rock,3.5
2495,The Beatles,Carry That Weight,rock|pop,2.75
2496,The Beatles,Something,rock|pop,3.0
2497,Rammstein,Keine Lust,metal|industrial|neue deutsche härte,3.0
2498,King Crimson,The Mincer,progressive rock|experimental rock|art rock,4.0
2499,King Crimson,21St Century Schizoid Man,progressive rock|experimental rock|psychedelic rock,2.75
2500,King Crimson,I Talk To The Wind,progressive rock|psychedelic rock,3.0
2501,King Crimson,The Great Deceiver,progressive rock|experimental rock|avant-rock,4.0
2502,King Crimson,Starless,progressive rock|experimental rock|art rock,3.0
2503,King Crimson,We'Ll Let You Know,progressive rock|experimental rock,4.0
2504,Nine Inch Nails,The Fragile,industrial|alternative|rock,3.5
2505,Nine Inch Nails,We'Re In This Together,industrial|alternative|rock,3.0
2506,Nine Inch Nails,The Mark Has Been Made,industrial|alternative|experimental,3.0
2507,Nine Inch Nails,The Collector,industrial|alternative,2.5
2508,The Monkees,Daydream Believer,pop|rock,4.0
2509,The Smashing Pumpkins,Bullet With Butterfly Wings,alternative|rock,3.25
2510,The Smashing Pumpkins,Tales Of A Scorched Earth,rock|alternative,3.0
2511,The Smashing Pumpkins,Stumbleine,alternative|rock|grunge,3.0
2512,Talib Kweli,Waitin For The Dj (Feat. Bilal),hip-hop|soul|r&b,1.0
2513,Talib Kweli,Rush,hip-hop|rap,2.0
2514,Dangerdoom,Perfect Hair,hip hop|rap|experimental,2.5
2515,Dangerdoom,Crosshairs,hip-hop|underground hip-hop|alternative hip-hop,2.6666666666666665
2516,Dangerdoom,Mince Meat,hip-hop|rap|alternative hip-hop,2.5
2517,Dangerdoom,Space Ho'S,hip-hop|rap,3.0
2518,Dangerdoom,Benzie Box (Feat. Cee-Lo),hip-hop|underground hip-hop|rap|electronic,2.0
2519,Dangerdoom,El Chupa Nibre,hip-hop|rap,1.0
2520,Dangerdoom,Sofa King,hip-hop|alternative hip-hop,2.5
2521,Dangerdoom,No Names (Black Debbi),hip-hop|alternative hip-hop,1.0
2522,The Raconteurs,Salute Your Solution,rock|blues rock|garage rock,4.0
2523,The Raconteurs,Pull This Blanket Off,rock|alternative rock,2.0
2524,The Raconteurs,Consoler Of The Lonely,rock|blues|garage rock,2.5
2525,The Raconteurs,Five On The Five,rock|blues,3.0
2526,The Raconteurs,Top Yourself,rock|blues,2.6666666666666665
2527,The Raconteurs,Old Enough,rock|alternative rock|blues rock,3.0
2528,The Raconteurs,Many Shades Of Black,rock|alternative rock,3.6666666666666665
2529,The Raconteurs,You Don'T Understand Me,alternative|rock,3.0
2530,Opeth,Deliverance,progressive metal|death metal,3.25
2531,Opeth,A Fair Judgement,progressive metal|death metal|progressive rock,3.0
2532,Yes,Yours Is No Disgrace,progressive rock|classic rock,3.5
2533,Yes,Roundabout,progressive rock|art rock,1.0
2534,Yes,Circus Of Heaven,progressive rock|art rock,1.0
2535,Yes,Starship Trooper: Life Seeker / Disillusion / Würm,progressive rock|art rock|symphonic rock,5.0
2536,Yes,Onward,progressive rock|art rock,1.0
2537,Yes,Owner Of A Lonely Heart,progressive rock|new wave|pop rock,2.6
2538,Scorpions,Still Loving You,rock|hard rock|heavy metal,3.0
2539,Iron & Wine,The Devil Never Sleeps,folk|indie folk,2.6666666666666665
2540,System Of A Down,Stealing Society,metal|alternative metal,3.5
2541,System Of A Down,Jet Pilot,alternative|metal|rock,3.4285714285714284
2542,System Of A Down,X,alternative metal|nu metal,3.0
2543,System Of A Down,Dreaming,alternative|metal,3.4
2544,System Of A Down,Darts,rock|alternative metal,3.0
2545,System Of A Down,Innervision,alternative metal|nu metal,3.0
2546,System Of A Down,Kill Rock 'N Roll,alternative metal|nu metal,3.5
2547,System Of A Down,Deer Dance,alternative|metal|rock,3.0
2548,System Of A Down,Revenga,metal|hard rock|alternative metal,3.2857142857142856
2549,System Of A Down,P.L.U.C.K.,alternative metal|nu metal,3.25
2550,System Of A Down,Science,alternative metal|nu metal,3.0
2551,System Of A Down,Bounce,alternative metal|nu metal,2.833333333333333
2552,System Of A Down,Roulette,alternative|metal|rock,2.833333333333333
2553,System Of A Down,Chop Suey!,metal|rock,3.0
2554,System Of A Down,Tentative,alternative metal|nu metal,3.4
2555,System Of A Down,Toxicity,alternative metal|nu metal|hard rock,3.0
2556,System Of A Down,Sugar,rock|metal,3.2
2557,System Of A Down,Soldier Side,alternative metal|nu metal|alternative rock,3.571428571428572
2558,System Of A Down,Forest,alternative metal|nu metal,3.0
2559,System Of A Down,Bubbles,alternative metal|nu metal|experimental rock,3.0
2560,Poisonblack,The Glow Of The Flames,metal|rock,3.0
2561,Ol' Dirty Bastard,Shimmy Shimmy Ya,hip-hop|rap,3.0
2562,The Black Eyed Peas,Don'T Phunk With My Heart,pop|hip-hop/rap,2.6
2563,The Black Eyed Peas,Pump It,hip-hop|dance-pop,3.4
2564,Ramones,Glad To See You Go,punk|rock,2.0
2565,Ramones,Carbona Not Glue,punk|rock,1.0
2566,Ramones,Somebody Put Something In My Drink,punk|rock,2.0
2567,Ramones,California Sun,punk|rock,2.0
2568,Ramones,Gimme Gimme Shock Treatment,punk|rock,1.6666666666666667
2569,Ramones,Commando,rock|punk,2.5
2570,Ramones,Blitzkrieg Bop,punk|rock,2.7142857142857144
2571,Ramones,Swallow My Pride,punk|rock,2.0
2572,Ramones,53Rd And 3Rd,rock|punk,2.5
2573,Ramones,Now I Wanna Sniff Some Glue,punk|rock,1.0
2574,Mobb Deep,Still Shinin',hip-hop|rap,3.0
2575,Abba,Dancing Queen,pop|disco,3.0
2576,Wigwam,Lost Without A Trace,progressive rock|psychedelic rock|jazz rock,1.0
2577,Wigwam,Nuclear Nightclub,progressive rock|psychedelic rock,1.0
2578,Wigwam,Do Or Die,progressive rock|psychedelic rock|jazz fusion,1.0
2579,Wigwam,Losing Hold,progressive rock|jazz rock,3.0
2580,Jukka Tolonen,What Went Wrong,jazz|fusion,5.0
2581,Jukka Tolonen,A Passanger To Paramaribo,jazz|fusion,5.0
2582,Jukka Tolonen,Django,jazz|fusion,5.0
2583,Frank Zappa,Little Umbrellas,rock|jazz|progressive rock|experimental,2.0
2584,Frank Zappa,Oh No,progressive rock|jazz fusion,1.0
2585,Frank Zappa,The Gumbo Variations,jazz|experimental|fusion,2.0
2586,Frank Zappa,Peaches En Regalia,jazz|rock|fusion,3.0
2587,Frank Zappa,It Must Be A Camel,experimental|jazz|fusion,2.0
2588,Frank Zappa,Son Of Mr. Green Genes,jazz|fusion|experimental,2.0
2589,Gorillaz,Feel Good Inc,alternative|hip-hop|electronic,2.6666666666666665
2590,Jeff Buckley,Hallelujah,rock|folk|acoustic,3.636363636363636
2591,Jethro Tull,Locomotive Breath,progressive rock|hard rock|folk rock,2.0
2592,Bob Marley,Iron Lion Zion,reggae|roots reggae,2.5
2593,Guns N' Roses,Civil War,rock|hard rock|heavy metal,2.75
2594,Guns N' Roses,Paradise City,rock|hard rock|heavy metal,2.833333333333333
2595,Immortal Technique,Creation & Destruction,hip-hop|rap,1.0
2596,Immortal Technique,Dominant Species,rap|hip-hop,1.0
2597,Atmosphere,Onemosphere,hip-hop|alternative hip-hop,1.0
2598,Atmosphere,Shrapnel,hip-hop|rap,3.0
2599,Atmosphere,Modern Man'S Hustle,hip-hop|rap,3.0
2600,Atmosphere,A Song About A Friend,hip-hop|rap,2.0
2601,Atmosphere,One Of A Kind,hip hop|rap,1.0
2602,Joseph Arthur,Honey And The Moon,indie|folk|rock,4.0
2603,Michael Jackson,The Girl Is Mine,pop|r&b,3.0
2604,Michael Jackson,Beat It,pop|rock,4.5
2605,Michael Jackson,Billie Jean,pop|funk|r&b,3.25
2606,Michael Jackson,Thriller,pop|funk|r&b,3.8333333333333335
2607,Children Of Bodom,Living Dead Beat,metal|extreme metal|death metal|melodic death metal,4.0
2608,Gentle Giant,Free Hand,progressive rock,3.0
2609,Onyx,Last Dayz,hip hop|rap,3.0
2610,Gravy Train!!!!,Double Decker Supreme,electronic|dance-punk,4.0
2611,Gravy Train!!!!,Sippin' 40Z,electro|hip-hop|dance-punk,3.5
2612,Blue Six,All I Need,electronic|house|downtempo,1.0
2613,Dragonette,Jesus Doesn'T Love Me,electronic|pop,2.5
2614,Dragonette,Teacher Teacher,pop|electropop|synthpop,3.0
2615,Dragonette,Magic Fantastic,pop|electropop|dance-pop,3.0
2616,Dragonette,I Get Around,pop|electropop|dance-pop,3.5
2617,Dragonette,Shock Box,electronic|pop,4.0
2618,Dragonette,Take It Like A Man,pop|electronic,3.0
2619,Dragonette,Competition,pop|electronic,4.0
2620,Herb Alpert & The Tijuana Brass,Spanish Flea,latin|jazz|easy listening,3.0
2621,Morrissey,Sister I'M A Poet,indie|alternative|post-punk,4.0
2622,Morrissey,"The More You Ignore Me, The Closer I Get",alternative|indie|rock,3.2
2623,Morrissey,November Spawned A Monster,alternative|indie,4.0
2624,Morrissey,Interesting Drug,alternative rock|indie rock,3.25
2625,Divinyls,I Touch Myself,pop|rock,2.0
2626,The Samuel Jackson Five,Easily Misunderstood,post-rock|instrumental,3.0
2627,The Russian Futurists,Let'S Get Ready To Crumble,indie|electronic|pop,3.0
2628,The Russian Futurists,Still Life,electronic|indie pop,1.0
2629,Shout Out Out Out Out,Nobody Calls Me Unless They Want Something (Mockyrmx),electronic|indie,2.0
2630,Shout Out Out Out Out,Tiiiired,electronic|dance|indie,2.0
2631,Shout Out Out Out Out,Nobody Calls Me Unless They Want Something,electronic|dance|indie,2.5
2632,Erika Eigen,I Want To Marry A Lighthouse Keeper,folk|rock|comedy,3.0
2633,Daft Punk,High Life,electronic|house,2.5
2634,Edie Brickell,What I Am,rock|pop|folk,3.0
2635,Prince,Raspberry Beret,pop|funk|rock,2.5
2636,Prince,Fury,funk|rock,3.5
2637,Prince,Cream,funk|r&b|pop,4.0
2638,Heaven 17,Temptation,pop|new wave|synth-pop,4.5
2639,The Specials,Do Nothing,ska|reggae|2 tone,3.0
2640,Joe Jackson,Steppin' Out,pop|new wave|synth-pop,2.0
2641,Andrew Bird,Imitosis,indie|folk|baroque pop,2.75
2642,Berlin,Take My Breath Away,pop|soft rock,2.0
2643,Paul Van Dyk,We Are Alive,trance|electronic,3.5
2644,Bonnie Tyler,Holding Out For A Hero,pop|rock,2.5
2645,Luke Vibert,2001 Beats,electronica|experimental|breakbeat,2.0
2646,Animal Collective,In The Flowers,experimental|psychedelic|indie,3.0
2647,Animal Collective,Unsolved Mysteries,experimental|indie|psychedelic,3.6666666666666665
2648,Animal Collective,Sweet Road,experimental|psychedelic|indie,2.5
2649,Animal Collective,Peacebone,indie|psychedelic|experimental,4.0
2650,Animal Collective,Kids On Holiday,experimental|psychedelic|folk,3.5
2651,Animal Collective,For Reverend Green,experimental|indie|psychedelic,3.5
2652,Animal Collective,My Girls,experimental|psychedelic|indie,3.333333333333333
2653,Animal Collective,Grass,experimental|psychedelic|indie,3.2857142857142856
2654,Animal Collective,Guys Eyes,psychedelic|experimental|indie,4.0
2655,Animal Collective,Derek,electronic|experimental|psychedelic,4.0
2656,Animal Collective,Brother Sport,experimental|psychedelic|indie,3.5
2657,Animal Collective,Winter Wonder Land,experimental|psychedelic|indie,3.5
2658,Animal Collective,Bees,experimental|psychedelic folk,2.333333333333333
2659,Animal Collective,Chores,experimental|psychedelic|indie,3.5
2660,Animal Collective,Summertime Clothes,experimental|psychedelic|indie,3.0
2661,Animal Collective,We Tigers,experimental|psychedelic|folk,4.0
2662,Animal Collective,Loch Raven,experimental|psychedelic|folk,2.5
2663,Animal Collective,Who Could Win A Rabbit,experimental|psychedelic|indie,3.6666666666666665
2664,Animal Collective,The Purple Bottle,experimental|psychedelic|indie,3.8
2665,The Futureheads,Trying Not To Think About Time,indie rock|post-punk revival,3.0
2666,Lamb,God Bless (Wagon Christ Mix),electronic|downtempo|trip hop,4.0
2667,Lamb,What Sound,trip-hop|downtempo,3.0
2668,Lamb,Sweet,electronic|trip-hop,3.0
2669,Paris Hilton,I Want You,pop|dance,1.0
2670,Paris Hilton,Turn It Up,dance|pop,3.0
2671,Paris Hilton,Screwed,pop|dance,4.0
2672,Paris Hilton,Nothing In This World,pop|dance-pop,2.5
2673,Bran Van 3000,Drinking In L.A.,electronic|trip hop,4.0
2674,Hot Hot Heat,Bandages,indie|alternative|post-punk,3.0
2675,"The Good, The Bad & The Queen",Kingdom Of Doom,alternative|indie|rock|experimental,3.25
2676,"The Good, The Bad & The Queen",History Song,indie|alternative|experimental|art rock,3.0
2677,"The Good, The Bad & The Queen",Herculean,alternative|indie|experimental,3.0
2678,"The Good, The Bad & The Queen",80'S Life,alternative|indie|rock|post-punk|britpop,3.25
2679,"The Good, The Bad & The Queen",Green Fields,indie|alternative|rock,2.333333333333333
2680,"The Good, The Bad & The Queen",Behind The Sun,alternative|indie,3.0
2681,"The Good, The Bad & The Queen",Northern Whale,indie|alternative|experimental,3.0
2682,"The Good, The Bad & The Queen",A Soldier'S Tale,alternative|indie|experimental|rock,2.333333333333333
2683,"The Good, The Bad & The Queen",The Bunting Song,indie|alternative|rock|britpop,2.333333333333333
2684,"The Good, The Bad & The Queen",Three Changes,indie|alternative|rock|post-punk,3.0
2685,Mystery Jets,Young Love,indie|alternative|pop,4.5
2686,Mystery Jets,Half In Love With Elizabeth,indie pop|indie rock,3.6
2687,Mystery Jets,Hand Me Down,indie|alternative,3.75
2688,Wu-Tang Clan,Protect Ya Neck,hip hop|rap,2.5
2689,Wu-Tang Clan,C.R.E.A.M,hip-hop|east coast hip-hop,3.0
2690,Wu-Tang Clan,Bring Da Ruckus,hip-hop|rap,3.333333333333333
2691,Brigitte Bardot & Serge Gainsbourg,Everybody Loves My Baby,pop|jazz,2.0
2692,Brigitte Bardot & Serge Gainsbourg,Baudelaire,french pop|chanson,2.0
2693,Brigitte Bardot & Serge Gainsbourg,Bonnie And Clyde,french pop|ye-ye,1.0
2694,Brigitte Bardot & Serge Gainsbourg,Bubble Gum,pop|french pop|ye-ye,3.0
2695,Massive Attack,Protection,trip-hop|electronic|alternative,3.333333333333333
2696,Pink Martini,Sympathique,jazz|latin,4.0
2697,Stéphane Pompougnac,Last Night,electronic|downtempo|lounge,2.0
2698,Deerhoof,Milk Man,indie|experimental|alternative,1.0
2699,Yann Tiersen,L'Autre Valse D'Amélie,classical|soundtrack|piano,3.0
2700,Yann Tiersen,L'Autre Valse D'Amelie,classical|soundtrack,4.0
2701,Blue Clocks Green,Hemingway,indie|alternative|folk,3.0
2702,Can,Future Days,krautrock|experimental|ambient,3.0
2703,Youth Group,Skeleton Jar,indie rock|alternative rock,3.0
2704,Edwyn Collins,A Girl Like You,pop|rock,3.5
2705,Soundgarden,Rusty Cage,alternative metal|grunge,2.0
2706,Grauzone,Eisbär,new wave|post-punk,3.6666666666666665
2707,Ce Ce Peniston,Finally,house|dance|pop,4.0
2708,Future Bible Heroes,Lonely Days,indie pop|electronic,2.0
2709,Future Bible Heroes,Good Thing I Don'T Have Any Feelings,electronic|synth-pop,3.0
2710,Theodore Shapiro & Lee Mars,Baxter Theme,soundtrack|film score,2.0
2711,The Kinks,Lola,rock|pop,4.0
2712,Raymond Scott,Nescafe,jazz|electronic,2.0
2713,They Might Be Giants,"Kiss Me, Son Of God",alternative|indie|rock,4.0
2714,They Might Be Giants,Tippecanoe And Tyler Too,indie|alternative,2.0
2715,They Might Be Giants,She'S An Angel,alternative|indie pop,2.0
2716,They Might Be Giants,The Shadow Government,alternative|indie|rock,3.0
2717,They Might Be Giants,Bee Of The Bird Of The Moth,alternative|indie rock|experimental,2.0
2718,They Might Be Giants,Alphabet Of Nations,indie|alternative|rock,2.0
2719,They Might Be Giants,Hearing Aid,alternative|indie|rock,2.0
2720,They Might Be Giants,Birdhouse In Your Soul,alternative|indie|pop,2.333333333333333
2721,They Might Be Giants,Rocket Ship,alternative|indie rock,1.0
2722,They Might Be Giants,Contrecoup,alternative|indie|rock,2.0
2723,They Might Be Giants,Withered Hope,alternative|indie|rock,3.0
2724,They Might Be Giants,Minimum Wage,alternative|indie|pop,2.0
2725,They Might Be Giants,Damn Good Times,alternative|indie,1.0
2726,Joel Plaskett Emergency,Fashionable People,indie rock|alternative rock|power pop,2.0
2727,Rjd2,Since We Last Spoke,electronic|hip-hop|instrumental,2.5
2728,Rjd2,Ghostwriter,electronic|hip hop,4.333333333333333
